track,artist,popularity,lyrics
Evaluasi,Hindia,52,"Yang tak bisa terobati
Biarlah
Mengering sendiri
Menghias tubuh dan
Yang mengevaluasi
Ragamu
Hanya kau sendiri
Mereka tak mampu
Melewati yang telah kau lewati
Tiap berganti hari
Rintangan yang kau hadapi
Masalah yang mengeruh
Ho, perasaan yang rapuh
Ini belum separuhnya
Biasa saja
Kamu tak apa
Yang selalu ingin ambil peran
Hanya berlomba menjadi lebih
Sedih dari dirimu
Muak dikesampingkan
Disamakan
Hatimu terluka, sempurna
Masalah yang mengeruh
Ho, perasaan yang rapuh
Ini belum separuhnya
Biasa saja
Kamu tak apa
Perjalanan yang jauh
Kau bangun untuk bertaruh
Hari belum selesai
Biasa saja
Kamu tak apa
Bilas muka, gosok gigi, evaluasi
Tidur sejenak menemui esok pagi
Walau pedihku bersamamu kali ini
Ku masih ingin melihatmu esok hari
Bilas muka, gosok gigi, evaluasi
Tidur sejenak menemui esok pagi
Walau pedihku bersamamu kali ini
Ku masih ingin melihatmu esok hari
Bilas muka, gosok gigi, evaluasi
Tidur sejenak menemui esok pagi
Walau pedihku bersamamu kali ini
Ku masih ingin melihatmu esok hari"
Saat Hatiku Bertanya,Virgoun,52,"[Verse 1]
Adakah ku di dalam hatimu?
Perasaan yang tak kau izinkan aku 'tuk tahu
Ku jadi teman berbagi sedihmu
[Pre-Chorus]
Namun hatinya yang kau pilih
Saat cintaku memanggilmu
Saat jiwaku memanggilmu
Hingga hatiku bertanya padamu
[Chorus]
Pernahkah dia tertatih 'tuk dapatkanmu?
Relakah dia terluka demi senyummu?
Dan sanggupkah dia bertahan dan memelukmu?
Di tengah deras curah sikap egomu
[Verse 2]
Kau yang bermain dengan hatimu (hatimu)
Yang dulu terluka yang ku sembuhkan dengan waktu
Kini aku serahkan hatiku
[Pre-Chorus]
Namun hatinya yang kau pilih
Saat cintaku memanggilmu
Saat jiwaku memanggilmu
Hingga hatiku bertanya padamu
[Chorus]
Pernahkah dia tertatih 'tuk dapatkanmu?
Relakah dia terluka demi senyummu?
Dan sanggupkah dia bertahan dan memelukmu?
Di tengah deras curah sikap egomu
[Instrumental]
[Interlude]
Nananana nananana nana
Nananana nananana nana
Nananana nananana nana
[Chorus]
Pernahkah dia tertatih 'tuk dapatkanmu?
Relakah dia terluka demi senyummu?
Dan sanggupkah dia bertahan dan memelukmu?
Di tengah deras curah sikap egomu
[Outro]
Pernahkah dia tertatih 'tuk dapatkanmu?
Relakah dia terluka demi senyummu?
Dan sanggupkah dia bertahan dan memelukmu?
Di tengah deras curah sikap egomu"
Balada Insan Muda,Diskoria,52,"Kilau gemintang bertabir senja
Melukis senyuman
Hiasi cakrawala di hatiku
Melihat dua indah bola mata di parasmu
Rona pipi berkata
Ku inginkan dirimu
Jadi intan permata di hatiku
Tak perlu kau bicara
Dewa dewi asmara bersatu tuk kau & aku
Meskipun bintang tak temani malam
Terangpun terasa kelam
Kukan setia bersamamu oh kasih
Untai semerbak kasihku
Balada
Insan muda dimadu cinta
Ingin dia selalu ada
Dekatku
Tak ingin waktu terasa cepat berlalu
Tiada
Lagi ada senja kecewa
Jingga langit merdu bernada kasih
Rangkai sejuta warna pelangi cinta bersama
Silam cakrawala logika
Jangan pedulikan apapun kata mereka
Satukan bentang
Jurang sukma kau & ku
selamanya
Seiya sekata senada & seirama
Balada
Insan muda dimadu cinta
Ingin dia selalu ada
Dekatku
Tak ingin waktu terasa cepat berlalu
Tiada
Lagi ada senja kecewa
Jingga langit merdu bernada kasih
Rangkai sejuta warna pelangi cinta bersama
Rangkai sejuta warna pelangi cintaku
Rangkai sejuta warna pelangi cintamu
Rangkai cerita bersama Diskoria
Rangkai kisah kita bersama"
"Jatuh, Bangkit Kembali!",Hivi!,52,"Sadarlah yang terjadi dalam hidupmu
Tak selalu semudah itu
Berjalan mengikuti keinginanmu
Jangan putus asa dahulu
Karena pelaut hebat
Tak pernah lahir di laut yang tenang
Hai kawan, teruslah kau berjuang
Kita semua boleh jatuh, tapi harus bangkit, bangkit bangun kembali
Kita semua boleh jatuh, tapi harus bangkit kembali
Kita semua boleh jatuh, tapi harus bangkit, bangkit bangun kembali
Kita semua boleh jatuh, tapi harus bangkit kembali
Janganlah kau berlari dari semua masalah
Yang menghadapimu
Cobalah kau hadapi dengan senyuman
(Tenangkan hati dan pikirmu)
Karena pelaut hebat
Tak pernah lahir di laut yang tenang
Hai kawan, teruslah kau berjuang
Kita semua boleh jatuh, tapi harus bangkit, bangkit bangun kembali
Kita semua boleh jatuh, tapi harus bangkit kembali
Kita semua boleh jatuh, tapi harus bangkit, bangkit bangun kembali
Kita semua boleh jatuh, tapi harus bangkit kembali
Coba ingat kembali tujuan awalmu berlari
Coba ingat kembali tujuanmu berlari
Kita semua boleh jatuh, tapi kita harus bangkit
Jatuh bangun, jatuh bangkit kembali
Kita semua boleh jatuh, tapi harus bangkit, bangkit bangun kembali
Kita semua boleh jatuh, tapi harus bangkit kembali
Kita semua boleh jatuh, tapi harus bangkit, bangkit bangun kembali
Kita semua boleh jatuh, tapi harus bangkit kembali
Kita semua boleh jatuh, tapi harus bangkit, harus bangkit kembali
Kita semua boleh jatuh, tapi harus bangkit kembali"
Titik Balik di Hidupku,Virgoun,52,"Yang selalu ku tatap, indahnya jiwamu
Dan selalu ku lihat, sempurna dirimu
Yang selalu ragu dan selalu takut
Dunia kan menertawakanmu
Yang selalu ku dengar, curahan hatimu
Dan selalu ku cerna, cara berpikirmu
Yang selalu peka, selalu berbeda
Dari semua yang di sekitar kita
Ku ingin, dirimu
Berperan utama di dalam hidupku
Kau adalah manusia yang paling
Pantas untuk aku bahagiakan
Untuk semua pilihan hidup yang
Telah rela untuk kau tinggalkan
Dapatkan kamu
Jadi titik balik di hidupku
Yang selalu ku rasa, terbunuhnya waktu
Yang selalu ku simak, setiap ceritamu
Yang selalu bermakna dan selalu bisa
Membuat ku menertawakan dunia
Ku ingin, dirimu
Berperan utama di dalam hidupku
Kau adalah satu hal yang jadi
Dan selalu akan aku banggakan
Demi semua perhiasan dunia
Yang kan rela untuk ku tanggalkan
Dapatkan kamu
Jadi titik balik di hidupku
Kau adalah manusia yang paling
Pantas untuk aku bahagiakan
Untuk semua pilihan hidup yang
Telah rela untuk kau tinggalkan
Dan kau adalah satu hal yang jadi
Dan selalu akan aku banggakan
Demi semua perhiasan dunia
Yang kan rela untuk ku tanggalkan
Dapatkan kamu
Jadi titik balik di hidupku
Menemukanmu
Jadi titik balik di hidupku"
Wanitaku,Noah,52,"Kau lakukan yang kau inginkan
Kau tutup matamu dan kau berjalan
Ku terbangun dari lamunan
Dan ku tenggelam dalam mimpimu
Tak pernah habis dunia
Sampai ke ujung batasnya
Takkan berhenti hingga
Hatimu membeku
Kembali, berputar arah
Pulang padaku
Kembalilah ada aku
Yang bisa memelukmu
Apa yang kau cari wanitaku, apa yang kau cari
Tempatmu disini pujaanku, tempatmu disini
Tak perlukan itu wanitaku, tak perlu begitu
Tetaplah disini bersamaku, tetaplah disini
Tak pernah habis dunia
Sampai ke ujung batasnya
Takkan berhenti hingga
Hatimu membeku
Kembali, berputar arah
Pulang padaku
Kembalilah ada aku
Yang bisa memelukmu
Apa yang kau cari wanitaku, apa yang kau cari
Tempatmu disini pujaanku, tempatmu disini
Tak perlukan itu wanitaku, tak perlu begitu
Tetaplah disini bersamaku, tetaplah disini
Apa yang kau cari wanitaku, apa yang kau cari
Tempatmu disini pujaanku, tempatmu disini
Tak perlukan itu wanitaku, tak perlu begitu
Tetaplah disini bersamaku, tetaplah disini"
Rumit,Langit Sore,51,"Lelah dengan harapan
Kau tak mungkin ku dapatkan
Tentang perasaan tak bisa di paksakan
Aku ingin kamu
Tapi kau tak mau
Jangan jangan paksa aku
Untuk membencimu
Memahami hatimu
Tak akan cukup usiaku
Sementara rindu ini
Semakin menusuk dadaku
Ternyata perasaanmu padaku
Biasa biasa saja
Cinta itu sederhana
Yang rumit itu kamu
Mencintaimu itu mudah
Yang sulit adalah
Membuatmu juga mencintaiku
Aku mengerti bahwa
Bahagiamu bukan denganku
Niscaya semua luka kan sembuh bersama waktu
Maafkan aku yang pernah ada dihidupmu
Kini ku pergi dan tak kan lagi mengganggu
Aku telah belajar ikhlas untuk melepas
Kau abadi sebagai luka yang membekas
Trimakasih untuk cinta yang pernah hadir
Walau bukan seperti ini
Ku bayangkan kan berakhir
Cinta itu sederhana
Yang rumit itu kamu oh
Cinta itu sederhana
Yang rumit itu kamu
Mencintaimu itu mudah
Yang sulit adalah
Membuatmu juga mencintaiku
Cinta itu sederhana
Yang rumit itu kamu
Mencintaimu itu mudah
Yang sulit adalah
Membuatmu
Mencintaiku"
Karma,Guyon Waton,50,"ojo salahke aku
wes ngelarani atimu
mergo kowe wes gawe
tatu sumpah setiaku
ojo salahke aku
tak pilih ninggalne kowe
wolak walik dunyo
kowe keno karmane
uwes cukup leh ku gawe kowe nangis
uwes cukup leh ku gawe kowe tetangis
senadyan ati iki ora tegel ndelokne
ora bakal ku ndilat tresnoku bali neng kowe
ojo salahke aku wes ngelarani atimu
mergo kowe wes gawe tatu sumpah setiaku
ojo salahke aku, tak pilih ninggalne kowe
wolak walik dunyo kowe keno karmane
uwes cukup leh ku gawe kowe nangis
uwes cukup leh ku gawe kowe tetangis
senadyan ati iki ora tegel ndelokne
ora bakal ku ndilat tresnoku bali neng kowe
ojo salahke aku wes ngelarani atimu
mergo kowe wes gawe tatu sumpah setiaku
ojo salahke aku, tak pilih ninggalne kowe
wolak walik dunyo kowe keno karmane
ojo salahke aku wes ngelarani atimu
mergo kowe wes gawe tatu sumpah setiaku
ojo salahke aku, tak pilih ninggalne kowe
wolak walik dunyo kowe keno karmane
wolak walik dunyo kowe keno karmane
wolak walik dunyo kowe keno adzabe"
Jam Makan Siang,Hindia,50,"Kita manusia
Mahluk mulia
Kita butuh uang
Untuk gali liang
Tentang angan-anganku
Di jam makan siang
Saat semua orang berjuang
Di ladang yang gersang
Terus merasa kurang
Haus yang mengiang
Siapa yang menang
Sosial media, jual beli surga
Tak ada prospeknya
Tak ada uangnya
Tanah yang melangit
Bumi yang sakit
Cukup dirimu yang tau jalannya
Boleh berkarya, asal hobi saja
Cita-cita cinta dipatah keluarga
Ketika norma peradatan
Terpilih sebagai alasan
Semua berkata
Mimpi sewajarnya
Tentang angan-anganku
Di jam makan siang
Saat semua orang berjuang
Di ladang yang gersang
Terus merasa kurang
Haus yang mengiang
Siapa yang menang
Ku di antara gemuruh ragu yang menggetarkan jiwa
Seorang manusia yang sedang memimpikan mimpinya
Di atas awan yang menderu
Melamun, dia belum merasa saatnya terbangun
Sedang berlayar tinggi-tingginya
Di sini tempatku berlabuh
Jalan yang kutempuh dari dulu
Satu-satunya yang kutau
Aku cuma bisa jadi aku
Hidup tak semudah membalik telapak tangan
Tak ada jalan singkat tuk menuai yang kau tanam
Sadari yang kau cari itu butuh dirancang
Kecuali dietmu hanya makanan instan
Tentang angan-anganku
Di jam makan siang
Saat semua orang berjuang
Di ladang yang gersang
Terus merasa kurang
Haus yang mengiang
Siapa yang menang
Kita manusia
Mahluk mulia
Kita butuh uang
Untuk gali liang
Kita manusia
Mahluk mulia
Kita butuh uang
Untuk gali liang"
Bentuk Cinta,Eclat Story,50,"Aku tak tau apa yang lain
Darimu hari ini
Apa itu karena sepatu flatmu
Atau kukumu
Yang baru kau warnai
Pernahkah kau bertanya
Seperti apa bentuk air tanpa wadah
Pernah pernahkah kau mengira
Seperti apa bentuk cinta
Rambut warna warni
Bagai gulali
Imut lucu walau tak terlalu tinggi
Pipi chuby dan kulit putih
Senyum manis
Gigi kelinci
Membuatku tersadar
Bentuk cinta itu
Ya kamu
Kini ku tau apa yang lain
Darimu hari ini
Itu bukan karena sepatu flatmu
Atau kukumu yang baru kau warnai
Pernahkah kau bertanya
Seperti apa bentuk air tanpa wadah
Pernah pernahkah kau mengira
Seperti apa bentuk cinta
Rambut warna warni
Bagai gulali
Imut lucu walau tak terlalu tinggi
Pipi chuby dan kulit putih
Senyum manis
Gigi kelinci
Membuatku tersadar
Bentuk cinta itu
Ya kamu
Hu-hu -ho-ho
Pernahkah kau bertanya
Seperti apa bentuk air tanpa wadah
Pernah pernahkah kau mengira
Seperti apa bentuk cinta
Wu ho oo
Rambut warna warni
Bagai gulali
Imut lucu walau tak terlalu tinggi
Pipi chuby dan kulit putih
Senyum manis
Gigi kelinci
Rambut warna warni
Bagai gulali
Imut lucu walau tak terlalu tinggi
Pipi chuby dan kulit putih
Senyum manis
Gigi kelinci
Membuatku tersadar
Bentuk cinta itu
Ya kamu
Hu- oo
Cuma dirimu hu
Untuku bentuk cinta
Itu kamu
Oo ya kamu"
Seperti Tulang,Nadin Amizah,50,"Kecil, wajahmu meraut sedih
Siapa yang berlayar pergi
Melatihmu sendiri
Menertawakan sunyi
Sampai hatimu lupa
Terbiasa perih
Kecil, seorang penipu mahir
Sehingga tak ada lagi tanya
Apakah kau tak apa
Menertawakan rintih
Sampai ragamu lupa
Terbiasa letih
Tawa harusnya meminta maaf
Padamu yang lama ia tinggalkan
Tak sepenuhnya pernah sembuh
Dari luka
Dari luka
Dari luka
Kecil, aku pun meraut sedih
Semua karena tak lagi bisa
Memelukmu sempurna
Menertawakan hari
Sampai dirimu lupa
Tak sepenuhnya pernah sembuh
Dari luka
Dari luka
Dari luka
Dari luka
Seperti tulang yang patah
Dan tumbuh tidak sempurna"
Mundur Alon Alon,ILUX,49,"Aku ngalah
Dudu mergo aku wes ra sayang
Aku mundur
Dudu mergo tresnoku wes ilang
Nanging aku iki ngerteni
Yen dirimu lebih sayang arek kae
Aku mundur alon - alon
Mergo sadar aku sopo
Mung di goleki pas atimu perih
Aku mundur alon - alon
Mergo sadar aku sopo
Mung di butuhno pas atimu loro
Aku ngalah dudu mergo wes ra sayang
Aku mundur dudu mergo tresnoku wes ilang
Nanging aku iki ngerteni
Yen dirimu lebih sayang arek kae
Aku mundur alon - alon
Mergo sadar aku sopo
Mung di goleki pas atimu perih
Aku mundur alon - alon
Mergo sadar aku sopo
Mung di butuhno pas atimu loro
Aku mundur alon - alon
Mergo sadar aku sopo
Mung di goleki pas atimu perih
Aku mundur alon - alon
Mergo sadar aku sopo
Mung di butuhno pas atimu loro"
Jalani Mimpi,Noah,50,"ingatlah di kala engkau
sanggup melihat matahari
hangatnya masih terbawa
untuk melangkah hari ini
hapuskan segala keraguanmu
masa lalu takkan melemahkanmu
lupakan gelisahmu
teruslah kau mencari
waktu akan selalu mengobati
temukan semua yang terhenti
dalam hidupmu
tak perlu kau sesali
hidup kan membuatmu memahami
coba untuk tetap berdiri
jalani mimpi"
Bumi Dan Bulan,Hivi!,49,"Bidadari biru berlarut melamun
Berajut sendu berlinang embun
Mengapa kau membiru
Menyapa seribu tanya, buat apa
Bila tau jawabnya
Kita bagi bumi dan bulan
Berpasangan walau tak sejalan
Mungkin kita harus belajar pada mereka tuk tetap bahagia
Mengapa kau bertanya bila kau tau jawabnya
Buat apa, kita tak akan bersama
(Dan kita tak akan bersama)
Biar cerita dikenang indahnya
Jangan paksakan cinta kana da
Haruskah kisah dinoda benci
Harimu yang nanti akan cerah kembali
Kita bagai bumi dan bulan
Berpasangan walau tak sejalan
Mungkin kita harus belajar pada mereka tuk tetap bahagia
(2x)
Kisah bagai,
Bagai bumi bulan"
Mawar Jingga,Juicy Luicy,48,"Mengapa kita ditakdirkan berjumpa
Padahal kita takkan mungkin kesana
Ke tujuan sama bertemu di tengahnya
Menunggu yang kutahu sia-sia
Ku petik bunga mawar warna jingga
Hanya semata senyum kau dibuatnya
Tak sadarkan durinya terluka diakhirnya
Mencinta tanpa tau akibatnya
Disana kau bahkan tak sesaatpun teringat ku yang selalu mengingat
Disana kubukan yang utama
Disana kau terlihat bahagia
Ku petik bunga mawar warna jingga
Hanya semata senyum kau dibuatnya
Tak sadarkan durinya terluka diakhirnya
Mencinta tanpa tau akibatnya
Disana kau bahkan tak sesaatpun teringat ku yang selalu mengingat
Disana ku bukan yang utama
Disana kau terlihat bahagia
Angin bawa pergi air mataku ini
Coba ku tahan namun tak berhenti
Mengalir tuk hal yang takkan mengerti"
Banyu Langit,Didi Kempot,47,"Sworo angin angin sing ngeridu ati
Ngelingake sliramu sing tak tresnani
Pingin nangis ngetoke eluh neng pipi
Suwe ra weruh senadyan mung ono mimpi
Ngalemo ngalem neng dadaku
Tambanono roso kangen neng atiku
Ngalemo ngalem neng aku
Ben ra adem kesiram udan ing dalu
Banyu langit sing ono dhuwur khayangan
Watu gedhe kalingan mendunge udan
Telesono atine wong seng kasmaran
Setyo janji seprene tansah kelingan
Ademe gunung merapi purbo
Melu krungu swaramu ngomongke opo
Ademe gunung merapi purbo
Sing ning langgran wonosari jogjakarta
Janjine lungane ra nganti suwe-suwe
Pamit esuk lungane ra nganti sore
Janjine lungane ra nganti semene suwene
Nganti kapan tak enteni sak tekane
Banyu langit sing ono dhuwur khayangan
Watu gedhe kalingan mendunge udan
Telesono atine wong seng kasmaran
Setyo janji seprene tansah kelingan
Ademe gunung merapi purbo
Melu krungu swaramu ngomongke opo
Ademe gunung merapi purbo
Sing ning langgran wonosari jogjakarta
Janjine lungane ra nganti suwe-suwe
Pamit esuk lungane ra nganti sore
Janjine lungane ra nganti semene suwene
Nganti kapan tak enteni sak tekane"
My Facebook,Gigi,47,"Berawal dari facebook baruku
Kau datang dengan cara tiba-tiba
Bekas kekasih yang lama hilang
Satu dari kekasih yang terbaik
Mungkin waktu yang ku persalahkan
Mungkin saja keadaan yang salah
Terpikir hati untuk mendua
Tapi nurani tak bisa mendua
*
Ku hanya bisa membagi kisah-kisah lama
Ku hanya bisa membagi cerita nostalgia
Reff:
Cuma itu yang kuberikan
Cuma itu yang ku bisa persembahkan
Karna aku ada yang punya
Tapi separuh hati ini untukmu
Ku bisa saja putuskan dia
Ku bisa menutup semua cintaku
Tapi apakah kau pun setuju
Menyakiti seorang manusia
Back to *
Reff:
Ku hanya bisa membagi kisah-kisah lama
Back to Reff:
Berawal dari facebook baruku
Kau datang dengan cara tiba-tiba hmm.."
Sementara,Float,47,"Sementara teduhlah hatiku
Tidak lagi jauh
Belum saatnya kau jatuh
Sementara ingat lagi mimpi
Juga janji janji
Jangan kau ingkari lagi
Percayalah hati lebih dari ini
Pernah kita lalui
Jangan henti disini
Sementara lupakanlah rindu
Sadarlah hatiku hanya ada kau dan aku
Dan sementara akan kukarang cerita
Tentang mimpi jadi nyata
Untuk asa kita ber dua
Percayalah hati lebih dari ini
Pernah kita lalui
Takkan lagi kita mesti jauh melangkah
Nikmatilah lara
Jangan henti disini"
Aku Rela,Tri Suaka,47,"Aku tak habis pikir
Salahku itu apa
Tanpa sebab kau tinggalkan
Diriku begitu saja
Tak pernah ku menduga
Tak pernah ku curiga
Dan tak pernah ku menyangka
Ternyata kau mendua
Jika dia bisa membuatmu bahagia
Walau hatiku terluka, aku rela
Aku kan mencoba
Tuk lupakan kisah kita
Meski kini ku kecewa
Ku terima
Tak pernah ku menduga
Tak pernah ku curiga
Dan tak pernah ku menyangka
Ternyata kau mendua
Jika dia bisa membuatmu bahagia
Walau hatiku terluka, aku rela
Aku kan mencoba
Tuk lupakan kisah kita
Meski kini ku kecewa
Ku terima
Jika dia bisa membuatmu bahagia
Walau hatiku terluka, aku rela
Aku kan mencoba
Tuk lupakan kisah kita
Meski kini ku kecewa
Ku terima
Jika dia bisa membuatmu bahagia
Walau hatiku terluka, aku rela
Aku kan mencoba
Tuk lupakan kisah kita
Meski kini ku kecewa
Ku terima"
Dalan Liyane,Hendra Kumbara,47,"Sopo sing kuat nandhang kahanan
Sopo seng ora kroso kelangan
Ditinggal pas sayang sayange
Pas lagi jeru jerune
Koe milih dalan liyane
Sopo sing kuat ditinggal lungo
Sopo sing atine ora loro
Kenangan sing wis tak lakoni
Tak simpen ning njero ati
Dewe wes ra dadi siji
Yowes ben tak lakoni nganti sak kuat-kuate ati
Pesenku mung siji, sing ngati-ati
Isoku mung mendem esuk tekan sonten
Mergo sadar diri kulo, dudu sinten sinten
Yowes ben mung tak pendem roso sing ono ing njero dodo
Tetep tak dongakno mugo urip mulyo
Isoku mung nyuwun mugo ora getun
Cekap semanten maturnuwun"
Terdiam Sepi,Nazia Marwiana,47,"Terlambat sudah aku menyadari
Setelah hatiku kini terluka
Hatiku yang tulus selalu mencintai
Dan menyayangimu segenap jiwa
Kini kucoba untuk merenungi
Dalam hati ini kucoba bertanya
Apakah salahku hingga dirimu pergi?
Cintaku menjadi harapku sia-sia
Dalam diam kuterpaku mengingat kisah kita
Sedih hatiku tiada berbicara
Lemah diriku sungguh tidak berdaya
Kepergianmu membuatku tersiksa
Andaikan waktu bisa kuputar kembali
Kuingin dirimu tetap ada di sini
Melewati kisah cinta yang kita jalani
'Ku tak mampu bila dirimu pergi
Terdiam kutenggelam meniti sepi malam
'Ku sendiri menanggung semua beban kau berikan
Mengalir air mata membasahi pipi
Kutepiskan semua dengan ikhlas hati
Andaikan waktu bisa kuputar kembali
Kuingin dirimu tetap ada di sini
Melewati kisah cinta yang kita jalani
'Ku tak mampu bila dirimu pergi
Terdiam kutenggelam meniti sepi malam
'Ku sendiri menanggung semua beban kau berikan
Mengalir air mata membasahi pipi
Kutepiskan semua dengan ikhlas hati
Kuikhlaskan engkau pergi
Dalam hatiku pun sudah rela
Jika nanti kau kembali
Pintu hatiku selalu terbuka"
untuk hati yang terluka.,Isyana Sarasvati,45,"Untuk hati yang terluka
Tenanglah, kau tak sendiri
Untuk jiwa yang teriris, tenang
Ku 'kan temani
Hidup itu sandiwara
Yang nyata ternyata delusi
Terlarut posesi berujung
Kau gila sendiri
Jika kau tak dapatkan
Yang kau impikan bukan berarti
Kau telah usai
Jika kau tak dapatkan
Yang kau impikan bukan berarti
Kau telah usai
Biarkan kegelapanmu
Menemukan titik terang baru
Pasukanmu kan kembali
Memelukmu yang baru
Hidup itu sandiwara
Yang nyata ternyata delusi
Terlarut posesi berujung
Kau gila sendiri
Hari-harimu berarti
Jangan fikirkan yang kemarin
Biarlah dia hangus terbakar
Sinar ambisi
Jika kau tak dapatkan
Yang kau impikan bukan berarti
Kau telah usai
Biarkan kegelapanmu
Menemukan titik terang baru
Pasukanmu kan kembali
Memelukmu yang baru
Untuk hati yang terluka
Tenanglah, kau tak sendiri
Untuk jiwa yang teriris, tenang
Ku 'kan temani"
