track,artist,popularity,lyrics,sentiment,lyrics_clean
kau,Candra Darusman,44,"Kau...sulutkan hatiku
menerawang jauh
menembus ke dalam
Kau...bangkitkan gairahku
hasratku menggapai
harapan bersama
Reff.
Oh...penyesalan kini
tiada arti lagi
kusadari semua yang terjadi
Maafkan diriku
yang tak mungkin akan
menghalaukan hati
insan yang ada
telah lama bersama
Ku...tetapkan impianku
bersama kasihku
tertuju bersatu
Derap langkah bersama
alunan irama
seia sekata
Reff.
Oh...mengapa terjadi
pertemuan dengan
seorang yang mempesonaku
di kalan diri ini
t'lah terpadu janji
tak mungkin kan kuingkari
apa dayaku
menghadapi kenyataan
(ku harus menghadapi)",lumayan populer,kausulutkan hatiku menerawang jauh menembus ke dalam kaubangkitkan gairahku hasratku menggapai harapan bersama reff ohpenyesalan kini tiada arti lagi kusadari semua yang terjadi maafkan diriku yang tak mungkin akan menghalaukan hati insan yang ada telah lama bersama kutetapkan impianku bersama kasihku tertuju bersatu derap langkah bersama alunan irama seia sekata reff ohmengapa terjadi pertemuan dengan seorang yang mempesonaku di kalan diri ini tlah terpadu janji tak mungkin kan kuingkari apa dayaku menghadapi kenyataan ku harus menghadapi
Fana Merah Jambu,Fourtwnty,44,"Di depan teras rumah
Fana merah jambu, ku berdua
Momen-momen tak palsu
Air Tuhan turun, aromamu
Tersalurkan aliran syaraf buntu
Martin tua media pembuka
Berdansa sore hariku
Sejiwa alam dan duniamu
Melebur sifat kakuku
Hal bodoh jadi lucu
Obrolan tak perlu kala itu
Tersalurkan aliran syaraf buntu
Martin tua media pembuka
Berdansa sore hariku
Sejiwa alam dan duniamu
Melebur sifat kakuku
Rasanya tak cukup waktu
Terlalu cepat berlalu
Soreku nyaman denganmu
Menarilah, menarilah
Menarilah denganku
Genggam tangan cokelatku
Berputar-putar denganku
Menarilah denganku
Menarilah, menarilah
Tersalurkan aliran syaraf buntu
Martin tua media pembuka
Tersalurkan aliran syaraf buntu
Martin tua media pembuka
Media pembuka
Berdansa sore hariku
Sejiwa alam dan duniamu
Melebur sifat kakuku
Rasanya tak cukup waktu
Terlalu cepat berlalu
Soreku nyaman denganmu
Menarilah, menarilah
Menarilah denganku
Genggam tangan cokelatku
Berputar-putar denganku
Menarilah denganku
Menarilah",lumayan populer,di depan teras rumah fana merah jambu ku berdua momenmomen tak palsu air tuhan turun aromamu tersalurkan aliran syaraf buntu martin tua media pembuka berdansa sore hariku sejiwa alam dan duniamu melebur sifat kakuku hal bodoh jadi lucu obrolan tak perlu kala itu tersalurkan aliran syaraf buntu martin tua media pembuka berdansa sore hariku sejiwa alam dan duniamu melebur sifat kakuku rasanya tak cukup waktu terlalu cepat berlalu soreku nyaman denganmu menarilah menarilah menarilah denganku genggam tangan cokelatku berputarputar denganku menarilah denganku menarilah menarilah tersalurkan aliran syaraf buntu martin tua media pembuka tersalurkan aliran syaraf buntu martin tua media pembuka media pembuka berdansa sore hariku sejiwa alam dan duniamu melebur sifat kakuku rasanya tak cukup waktu terlalu cepat berlalu soreku nyaman denganmu menarilah menarilah menarilah denganku genggam tangan cokelatku berputarputar denganku menarilah denganku menarilah
Merakit,Yura Yunita,43,"Percaya hatimu
Kuatkan dirimu
Tak pernah menyerah
Berani melangkah
Percaya tangismu
Dan perjuanganmu
Akan jadi kisah
Terbaik di hidupmu, oh
Tak apa terjatuh
Bangkitlah dan tersenyumlah
Kita terus maju
(Yakini diriku, yakini dirimu)
Semesta 'kan bantu
(Merakit mimpiku, merakit mimpimu)
Melesatlah seperti peluru
Keterbatasanku
Jadi kelebihanku
Jadi kekuatanku
Keistimewaanku
Tak apa terjatuh
Bangkitlah dan tersenyumlah
Kita terus maju
(Yakini diriku, yakini dirimu)
Semesta 'kan bantu
(Merakit mimpiku, merakit mimpimu)
Melesatlah seperti peluru
Kita terus maju
(Yakini diriku, yakini dirimu)
Semesta 'kan bantu
(Merakit mimpiku, merakit mimpimu)
Melesatlah seperti peluru
Kita terus maju
(Yakini diriku, yakini dirimu)
Semesta 'kan bantu
(Merakit mimpiku, merakit mimpimu)
Melesatlah seperti peluru
Pasti kita 'kan mampu
Melompat lebih jauh
Melesatlah seperti peluru
Pasti kita mampu
Merakit mimpiku
Pasti kita mampu
Merakit mimpimu
Pasti kita mampu
Merakit mimpiku
Pasti kita mampu
Merakit mimpimu
Pasti kita mampu
Merakit mimpiku
Pasti kita mampu
Merakit mimpimu",lumayan populer,percaya hatimu kuatkan dirimu tak pernah menyerah berani melangkah percaya tangismu dan perjuanganmu akan jadi kisah terbaik di hidupmu oh tak apa terjatuh bangkitlah dan tersenyumlah kita terus maju yakini diriku yakini dirimu semesta kan bantu merakit mimpiku merakit mimpimu melesatlah seperti peluru keterbatasanku jadi kelebihanku jadi kekuatanku keistimewaanku tak apa terjatuh bangkitlah dan tersenyumlah kita terus maju yakini diriku yakini dirimu semesta kan bantu merakit mimpiku merakit mimpimu melesatlah seperti peluru kita terus maju yakini diriku yakini dirimu semesta kan bantu merakit mimpiku merakit mimpimu melesatlah seperti peluru kita terus maju yakini diriku yakini dirimu semesta kan bantu merakit mimpiku merakit mimpimu melesatlah seperti peluru pasti kita kan mampu melompat lebih jauh melesatlah seperti peluru pasti kita mampu merakit mimpiku pasti kita mampu merakit mimpimu pasti kita mampu merakit mimpiku pasti kita mampu merakit mimpimu pasti kita mampu merakit mimpiku pasti kita mampu merakit mimpimu
Bungsu,Kunto Aji,43,"Cukupkanlah ikatanmu
Relakanlah yang tak seharusnya untukmu
Cukupkanlah ikatanmu
Relakanlah yang tak seharusnya untukmu
Cukupkanlah ikatanmu
Relakanlah yang tak seharusnya untukmu
Cukupkanlah ikatanmu
Relakanlah yang tak seharusnya untukmu
Sebelum kau menjaga, merawat
Melindungi segala yang berarti
Yang sebaiknya kau jaga
Adalah dirimu sendiri?",lumayan populer,cukupkanlah ikatanmu relakanlah yang tak seharusnya untukmu cukupkanlah ikatanmu relakanlah yang tak seharusnya untukmu cukupkanlah ikatanmu relakanlah yang tak seharusnya untukmu cukupkanlah ikatanmu relakanlah yang tak seharusnya untukmu sebelum kau menjaga merawat melindungi segala yang berarti yang sebaiknya kau jaga adalah dirimu sendiri
Undangan Rabi,NDX A.K.A.,43,"aku seh kelingan kowe ngucap janji
janji ora bakal ninggal aku
gedene roso sayangmu ra tego ngelarani
tetep setia tekane mati
pantai indrayanti sing tau nyekseni
pahit manise cerito tresno iki
limang taun wes suwene aku njogo ati
tapi kowe tego ninggal aku rabi
saiki kowe lungo ninggali kenangan
saiki kowe teko ngenei undangan
sumpah wani mati jane isih sayang
atiku loro tenan nyaw-ng kowe neng pelaminan
aku seh kelingan kowe ngucap janji
janji ora bakal ninggal aku
gedene roso sayangmu ra tego ngelarani
tetep setia tekane mati
pantai indrayanti sing tau nyekseni
pahit manise cerito tresno iki
limang taun wes suwene aku njogo ati
tapi kowe tego ninggal aku rabi
saiki kowe lungo ninggali kenangan
saiki kowe teko ngenei undangan
sumpah wani mati jane isih sayang
atiku loro tenan nyawang kowe neng pelaminan
duh dek aku ra nyongko tresno sing wes tak jogo
saiki tinggal crito bubar mergo wong liyo
opo ora kelingan pas jaman semono
susah seneng janji tresno nganti tekan tuo
jane aku isih sayang wani sumpah mati
aku bakal tetep selalu setia ngenteni
ibarate otot kawat bakal wesi
atiku wes ra kuat mergo ditinggal rabi
mas pangapurane aku ninggal kowe
mergo tresno iki ora direstoni
jembarmu atimu lilakno lungaku
ngertenono aku kabeh iki mergo wong tuaku
saiki kowe lungo ninggali kenangan
saiki kowe teko ngenei undangan
sumpah wani mati jane isih sayang
atiku loro tenan nyawang kowe neng pelaminan
saiki kowe lungo ninggali kenangan
saiki kowe teko ngenei undangan
sumpah wani mati jane isih sayang
atiku loro tenan nyaw-ng kowe neng pelaminan
neng pelaminan
undangan rabimu wes tak tompo",lumayan populer,aku seh kelingan kowe ngucap janji janji ora bakal ninggal aku gedene roso sayangmu ra tego ngelarani tetep setia tekane mati pantai indrayanti sing tau nyekseni pahit manise cerito tresno iki limang taun wes suwene aku njogo ati tapi kowe tego ninggal aku rabi saiki kowe lungo ninggali kenangan saiki kowe teko ngenei undangan sumpah wani mati jane isih sayang atiku loro tenan nyawng kowe neng pelaminan aku seh kelingan kowe ngucap janji janji ora bakal ninggal aku gedene roso sayangmu ra tego ngelarani tetep setia tekane mati pantai indrayanti sing tau nyekseni pahit manise cerito tresno iki limang taun wes suwene aku njogo ati tapi kowe tego ninggal aku rabi saiki kowe lungo ninggali kenangan saiki kowe teko ngenei undangan sumpah wani mati jane isih sayang atiku loro tenan nyawang kowe neng pelaminan duh dek aku ra nyongko tresno sing wes tak jogo saiki tinggal crito bubar mergo wong liyo opo ora kelingan pas jaman semono susah seneng janji tresno nganti tekan tuo jane aku isih sayang wani sumpah mati aku bakal tetep selalu setia ngenteni ibarate otot kawat bakal wesi atiku wes ra kuat mergo ditinggal rabi mas pangapurane aku ninggal kowe mergo tresno iki ora direstoni jembarmu atimu lilakno lungaku ngertenono aku kabeh iki mergo wong tuaku saiki kowe lungo ninggali kenangan saiki kowe teko ngenei undangan sumpah wani mati jane isih sayang atiku loro tenan nyawang kowe neng pelaminan saiki kowe lungo ninggali kenangan saiki kowe teko ngenei undangan sumpah wani mati jane isih sayang atiku loro tenan nyawng kowe neng pelaminan neng pelaminan undangan rabimu wes tak tompo
Aku Tenang,Fourtwnty,43,"Denganmu, tenang
Tak terfikir dunia ini
Karenamu, tenang
Semua khayal seakan kenyataan
Berlari-lari, di taman mimpiku
Imajinasi telah menghanyutkan
Mimpiku sempurna, tak seperti orang biasa
Karenamu, tenang
Imajinasi tak menghanyutkan
Semua khayal seakan kenyataan~
Berlari-lari di taman mimpiku
Imajinasi tak menghanyutkan
Mimpiku sempurna, tak seperti orang biasa
Aku berbeda
Aku berbeda
Berlari-lari di taman mimpiku
Imajinasi telah menghanyutkanku
Mimpiku sempurna, tak seperti orang biasa
Pikirkan indah tentang surga
Seakan-akan di sana
Berkhayal semua tentang jiwa
Ku tenang",lumayan populer,denganmu tenang tak terfikir dunia ini karenamu tenang semua khayal seakan kenyataan berlarilari di taman mimpiku imajinasi telah menghanyutkan mimpiku sempurna tak seperti orang biasa karenamu tenang imajinasi tak menghanyutkan semua khayal seakan kenyataan berlarilari di taman mimpiku imajinasi tak menghanyutkan mimpiku sempurna tak seperti orang biasa aku berbeda aku berbeda berlarilari di taman mimpiku imajinasi telah menghanyutkanku mimpiku sempurna tak seperti orang biasa pikirkan indah tentang surga seakanakan di sana berkhayal semua tentang jiwa ku tenang
Lagu Duka,Payung Teduh,42,"Aku tak ingin duka
melanda wajah-wajah memuram
aku tak ingin membuat
kekisruhan di tempat ku bermain
aku hanya ingin
menyebarkan rasa bahagia
dan kegembiraan untuk siapapun
tapi semua keinginanku hilang
luka menghampiri,bahagia menjauh
Tapi semua keinginanku hilang
luka menghampiri, bahagia menjauh
aku tak ingin duka
melanda wajah-wajah memuram
aku tak ingin membuat
kekisruhan di tempat ku bermain
aku hanya ingin
menyebarkan rasa bahagia
dan kegembiraan untuk siapapun
tapi semua keinginanku hilang
luka menghampiri,bahagia menjauh
Tapi semua keinginanku hilang
luka menghampiri, bahagia menjauh
tapi semua keinginanku hilang
luka menghampiri,bahagia menjauh
Tapi semua keinginanku hilang
luka menghampiri, bahagia menjauh",kurang populer,aku tak ingin duka melanda wajahwajah memuram aku tak ingin membuat kekisruhan di tempat ku bermain aku hanya ingin menyebarkan rasa bahagia dan kegembiraan untuk siapapun tapi semua keinginanku hilang luka menghampiribahagia menjauh tapi semua keinginanku hilang luka menghampiri bahagia menjauh aku tak ingin duka melanda wajahwajah memuram aku tak ingin membuat kekisruhan di tempat ku bermain aku hanya ingin menyebarkan rasa bahagia dan kegembiraan untuk siapapun tapi semua keinginanku hilang luka menghampiribahagia menjauh tapi semua keinginanku hilang luka menghampiri bahagia menjauh tapi semua keinginanku hilang luka menghampiribahagia menjauh tapi semua keinginanku hilang luka menghampiri bahagia menjauh
Menari,Rizky Febian,42,"Salahkah bila ku mencinta
Salahkah bila semua selalu tentangmu
Izinkan agar kusampaikan
Kutahu walau kau dengannya
Haruskah terdiam
Menahan semua rasa
Inginnya kau dengar
Apa yang kurasa
Menari bersamaku
Temani hingga akhir waktu
Jalani bersamaku
Kau pasti 'kan bahagia
Kutemani dirimu
Di setiap perjalanan cinta
Menari bersamaku
Temani hingga akhir waktu
Jalani bersamaku
Tak ada yang selamanya
Tapi aku 'kan ada
Di setiap perjalanan cinta
Lihatlah diri ini untuk kali ini
Tak bisa kumiliki kurelakan semua
Kumohon kepadamu
Di kehidupan baru
Izinkan ku jadi takdirmu
Menari bersamaku
Temani hingga akhir waktu
Jalani bersamaku
Kau pasti 'kan bahagia
Kutemani dirimu
Menari bersamaku
Temani hingga akhir waktu
Jalani bersamaku
Tak ada yang selamanya
Tapi aku 'kan ada
Di setiap perjalanan cinta
Menari bersamaku
Temani hingga akhir waktu
Jalani bersamaku
Di kehidupan baru
Izinkan ku jadi takdirmu",kurang populer,salahkah bila ku mencinta salahkah bila semua selalu tentangmu izinkan agar kusampaikan kutahu walau kau dengannya haruskah terdiam menahan semua rasa inginnya kau dengar apa yang kurasa menari bersamaku temani hingga akhir waktu jalani bersamaku kau pasti kan bahagia kutemani dirimu di setiap perjalanan cinta menari bersamaku temani hingga akhir waktu jalani bersamaku tak ada yang selamanya tapi aku kan ada di setiap perjalanan cinta lihatlah diri ini untuk kali ini tak bisa kumiliki kurelakan semua kumohon kepadamu di kehidupan baru izinkan ku jadi takdirmu menari bersamaku temani hingga akhir waktu jalani bersamaku kau pasti kan bahagia kutemani dirimu menari bersamaku temani hingga akhir waktu jalani bersamaku tak ada yang selamanya tapi aku kan ada di setiap perjalanan cinta menari bersamaku temani hingga akhir waktu jalani bersamaku di kehidupan baru izinkan ku jadi takdirmu
Kunci Hati,Afgan,42,"Teringat pada saat itu
Tertegun lamunanku melihatmu
Tulus senyumanmu
Sejenak tenangkan
Hatiku yang telah lama tak menentu
Rasa sepi yang telah sekian lama
Selimuti ruang hati yang kosong
Perlahan tlah sirna
Bersama hangatnya
Kasihmu yang buatku percaya lagi
Dan ku akui
Hanyalah dirimu
Yang bisa merubah segala
Sudut pandang gila
Yang kurasakan tentang cinta
Yang selama ini menutup pintu hatiku
Yang kini tlah kau buka
Disaat ku sudah lelah mencari
Disaat hati ini tlah terkunci
Kau datang membawa
Seberkas harapan
Engkau yang memiliki kunci hatiku
Dan ku akui
Hanyalah dirimu
Yang bisa merubah segala
Sudut pandang gila
Yang kurasakan tentang cinta
Yang selama ini menutup pintu hatiku
Yang kini tlah kau buka
Tiada kata yang mampu
Utarakan betapa indah
Ijin kan ku tuk selalu
Berada disampingmu",kurang populer,teringat pada saat itu tertegun lamunanku melihatmu tulus senyumanmu sejenak tenangkan hatiku yang telah lama tak menentu rasa sepi yang telah sekian lama selimuti ruang hati yang kosong perlahan tlah sirna bersama hangatnya kasihmu yang buatku percaya lagi dan ku akui hanyalah dirimu yang bisa merubah segala sudut pandang gila yang kurasakan tentang cinta yang selama ini menutup pintu hatiku yang kini tlah kau buka disaat ku sudah lelah mencari disaat hati ini tlah terkunci kau datang membawa seberkas harapan engkau yang memiliki kunci hatiku dan ku akui hanyalah dirimu yang bisa merubah segala sudut pandang gila yang kurasakan tentang cinta yang selama ini menutup pintu hatiku yang kini tlah kau buka tiada kata yang mampu utarakan betapa indah ijin kan ku tuk selalu berada disampingmu
Aku Sedang Mencintaimu,Maudy Ayunda,41,"Andai kau tahu di sini ku merindukanmu
Merindu karena ku tak mampu
Bertahan untuk tak memilikimu
Kau yang selalu ada di dekatku
Kau sahabatku, haruskah ku menunggu?
Hingga kau mengerti rasa hati ini
Tak ingin dirimu bersama yang lain
Aku sedang mencintaimu
Meski kau takkan pernah tahu
Akankah Sang Waktu, menjaga hatiku
Untuk selalu menunggumu?
Kau yang selalu ada di dekatku
Kau sahabatku, haruskah ku menunggu?
Hingga kau mengerti rasa hati ini
Tak ingin dirimu bersama yang lain
Aku sedang mencintaimu
Meski kau takkan pernah tahu
Akankah Sang Waktu, menjaga hatiku
Untuk selalu menunggumu?
Aku sedang mencintaimu
Meski hatiku takkan mampu
Tanpa sudut wajahmu
Mengisi bingkai hariku
Takkan ada cerita indah
Seperti dulu
Izinkan ku membuka mata
Agar engkau bisa
Melihatku dengan cara seperti yang lalu
Haruskah ku berdiam dalam bisu
Di dekatmu tapi ku jauh
Aku sedang mencintaimu
Meski engkau tak pernah tahu
Akankah Sang Waktu, menjaga hatiku
Aku sedang mencintaimu
Meski hatiku takkan mampu
Tanpa sudut wajahmu
Mengisi bingkai hariku
Takkan ada cerita indah
Tanpa sudut wajahmu
Isi bingkai hariku
Takkan ada cerita indah
Seperti dulu",kurang populer,andai kau tahu di sini ku merindukanmu merindu karena ku tak mampu bertahan untuk tak memilikimu kau yang selalu ada di dekatku kau sahabatku haruskah ku menunggu hingga kau mengerti rasa hati ini tak ingin dirimu bersama yang lain aku sedang mencintaimu meski kau takkan pernah tahu akankah sang waktu menjaga hatiku untuk selalu menunggumu kau yang selalu ada di dekatku kau sahabatku haruskah ku menunggu hingga kau mengerti rasa hati ini tak ingin dirimu bersama yang lain aku sedang mencintaimu meski kau takkan pernah tahu akankah sang waktu menjaga hatiku untuk selalu menunggumu aku sedang mencintaimu meski hatiku takkan mampu tanpa sudut wajahmu mengisi bingkai hariku takkan ada cerita indah seperti dulu izinkan ku membuka mata agar engkau bisa melihatku dengan cara seperti yang lalu haruskah ku berdiam dalam bisu di dekatmu tapi ku jauh aku sedang mencintaimu meski engkau tak pernah tahu akankah sang waktu menjaga hatiku aku sedang mencintaimu meski hatiku takkan mampu tanpa sudut wajahmu mengisi bingkai hariku takkan ada cerita indah tanpa sudut wajahmu isi bingkai hariku takkan ada cerita indah seperti dulu
Sebuah Lagu,Payung Teduh,41,"Duduk bersama tak melakukan apa pun
Keluh kesahkan perjuangan dan masa sulit
Seduhan teh dan persahabatan melunturkan lelah
Jam dinding tak berjarum
Sudah larut kaki enggan melangkah
Duduk bersama tak melakukan apa pun
Menuang secangkir cerita tangis dan tawa
Tak berjanji tapi selalu ada dalam masa kelam
Terima kasih teman
Untukmu ku nyanyikan sebuah lagu
Sebuah lagu tentang cinta tentang luka
Tentang hidup tentang segalanya
Sebuah lagu tentang jarak tentang rindu
Tentang harap tentang segalanya
Taburan bintang melukis semua
Kisahku yang kau tamping
Tepukkan di pundak meredam asa yang
Yang hampir menghilang
Sebuah lagu tentang cinta tentang luka
Tentang hidup tentang segalanya
Sebuah lagu tentang kita tentang waktu
Kebersamaan abadi",kurang populer,duduk bersama tak melakukan apa pun keluh kesahkan perjuangan dan masa sulit seduhan teh dan persahabatan melunturkan lelah jam dinding tak berjarum sudah larut kaki enggan melangkah duduk bersama tak melakukan apa pun menuang secangkir cerita tangis dan tawa tak berjanji tapi selalu ada dalam masa kelam terima kasih teman untukmu ku nyanyikan sebuah lagu sebuah lagu tentang cinta tentang luka tentang hidup tentang segalanya sebuah lagu tentang jarak tentang rindu tentang harap tentang segalanya taburan bintang melukis semua kisahku yang kau tamping tepukkan di pundak meredam asa yang yang hampir menghilang sebuah lagu tentang cinta tentang luka tentang hidup tentang segalanya sebuah lagu tentang kita tentang waktu kebersamaan abadi
